scope_type,scope_name,representation,n,median_drift,mad_drift,p95_drift,p99_drift,mean_drift,std_drift,min_drift,max_drift,cssi,tsi_p95,tsi_p99
WORK,MRK,R1,678,0.06327463314875148,0.03645494078831707,0.18071609912531905,0.2485395579355932,0.07358141780203285,0.058514140101648945,0.0,0.5350452401879036,0.9367253668512485,0.819283900874681,0.7514604420644068
WORK,NAH,R0,47,0.05303248785635262,0.02400517572099692,0.1502378091804938,0.19333424284001843,0.06615590648343812,0.0461133486407563,0.00603082092214291,0.21642015953121385,0.9469675121436474,0.8497621908195062,0.8066657571599816
WORK,NAH,R1,47,0.05303248785635262,0.02400517572099692,0.1502378091804938,0.19333424284001843,0.06615590648343812,0.0461133486407563,0.00603082092214291,0.21642015953121385,0.9469675121436474,0.8497621908195062,0.8066657571599816
WORK,NEH,R0,406,0.06496140356040359,0.03240697449963714,0.1712008590080952,0.24909741604359303,0.07261701934945196,0.05372865735064926,0.0,0.3526627042425171,0.9350385964395964,0.8287991409919048,0.750902583956407
WORK,NEH,R1,406,0.06496140356040359,0.03240697449963714,0.1712008590080952,0.24909741604359303,0.07261701934945196,0.05372865735064926,0.0,0.3526627042425171,0.9350385964395964,0.8287991409919048,0.750902583956407
WORK,NUM,R0,1288,0.05458779219694121,0.029154227251470488,0.15213045045223375,0.20602723351771085,0.06481590841021329,0.046599626826272014,0.0,0.29955118203117104,0.9454122078030588,0.8478695495477663,0.7939727664822891
WORK,NUM,R1,1288,0.05458779219694121,0.029154227251470488,0.15213045045223375,0.20602723351771085,0.06481590841021329,0.046599626826272014,0.0,0.29955118203117104,0.9454122078030588,0.8478695495477663,0.7939727664822891
WORK,OBA,R0,21,0.07561436731644167,0.026625590501533236,0.181286665764272,0.19018367060564684,0.0761604300190073,0.04794867007624028,0.006139677781477726,0.19240792181599053,0.9243856326835583,0.818713334235728,0.8098163293943532
WORK,OBA,R1,21,0.07561436731644167,0.026625590501533236,0.181286665764272,0.19018367060564684,0.0761604300190073,0.04794867007624028,0.006139677781477726,0.19240792181599053,0.9243856326835583,0.818713334235728,0.8098163293943532
WORK,PHM,R0,25,0.06737675955975486,0.02724235289359933,0.13306893867103262,0.1730982465961674,0.07509989249696987,0.03954221880711986,0.01811764218289269,0.18499170401629295,0.9326232404402451,0.8669310613289674,0.8269017534038325
WORK,PHM,R1,25,0.06737675955975486,0.02724235289359933,0.13306893867103262,0.1730982465961674,0.07509989249696987,0.03954221880711986,0.01811764218289269,0.18499170401629295,0.9326232404402451,0.8669310613289674,0.8269017534038325
WORK,PHP,R0,104,0.04855786026805364,0.028627397995879378,0.17168326233411701,0.24396620998839696,0.06769995448668108,0.05616369238623865,0.0,0.2835462840559614,0.9514421397319464,0.828316737665883,0.756033790011603
WORK,PHP,R1,104,0.04855786026805364,0.028627397995879378,0.17168326233411701,0.24396620998839696,0.06769995448668108,0.05616369238623865,0.0,0.2835462840559614,0.9514421397319464,0.828316737665883,0.756033790011603
WORK,PRO,R0,915,0.0544721321861531,0.0311255078025634,0.16584069718082833,0.23656159984721314,0.06554657958184304,0.052186083610734645,0.0,0.36942409384145836,0.9455278678138469,0.8341593028191716,0.7634384001527869
WORK,PRO,R1,915,0.0544721321861531,0.0311255078025634,0.16584069718082833,0.23656159984721314,0.06554657958184304,0.052186083610734645,0.0,0.36942409384145836,0.9455278678138469,0.8341593028191716,0.7634384001527869
WORK,PSA,R0,2461,0.053897785221679095,0.03032779860660595,0.17208940790000682,0.2517472342683223,0.06629689347058021,0.05408303016164977,0.0,0.4005434411102129,0.9461022147783209,0.8279105920999932,0.7482527657316778
